	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string
./	18110	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
./	18111	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
./	18112	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
\	18114	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
./	18116	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
\	18115	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
./	18131	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
\	18132	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
./	18128	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
./	18118	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
./	18119	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
\	18120	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
\	18121	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
./	18122	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
./	18123	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
./	18201	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	18202	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	18203	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	18204	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
\	18205	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
\	18206	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
\	18207	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
\	18208	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
./	18302	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	18303	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	18309	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
\	18311	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
\	18312	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
\	18318	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
\	18408	1	1	0	0	1	1	1	1	0	0	1	1	1	1	Ruined Stone Arches
\	18409	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
./	18401	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	18402	1	1	0	0	1	1	1	1	0	0	1	1	0	0	
./	18403	1	0	1	0	0	0	1	0	0	0	1	1	0	0	
\	18407	1	0	0	0	1	0	0	0	1	0	1	0	1	0	
\	18601	1	1	0	0	0	1	0	1	0	1	0	0	1	0	Gargish Stone Heads
./	18600	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
\	18604	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
\	18605	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
./	18602	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
\	18603	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
./	17318	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
\	17319	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
.	17320	0	1	1	1	0	1	0	0	0	1	0	0	0	0	
./	17321	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
\	17322	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
.	17323	0	1	1	1	0	1	0	0	0	1	0	0	0	0	
.	17324	0	1	1	1	0	1	0	0	0	1	0	0	0	0	
\	17325	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
./	17326	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
.	17327	0	1	1	1	0	1	0	0	0	1	0	0	0	0	
./	17336	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	17337	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	17338	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	17339	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
\	17340	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
\	17341	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
\	17342	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
\	17343	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
./	17369	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
\	17370	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
.	17278	0	1	1	1	0	1	0	0	0	1	0	0	0	0	Gargish Canal
.	17282	0	1	1	1	0	1	0	0	0	1	0	0	0	0	
.	17286	0	1	1	1	0	1	0	0	0	1	0	0	0	0	
.	17290	0	1	1	1	0	1	0	0	0	1	0	0	0	0	
.	17294	0	1	1	1	0	1	0	0	0	1	0	0	0	0	
.	17298	0	1	1	1	0	1	0	0	0	1	0	0	0	0	
.	17302	0	1	1	1	0	1	0	0	0	1	0	0	0	0	
.	17306	0	1	1	1	0	1	0	0	0	1	0	0	0	0	
.	17310	0	1	1	1	0	1	0	0	0	1	0	0	0	0	
.	17314	0	1	1	1	0	1	0	0	0	1	0	0	0	0	
\	16539	0	1	0	0	0	0	0	0	0	0	0	0	1	0	Gargish Carved Green Door
\	16541	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
./	16543	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
./	16545	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
\	16652	0	1	0	0	0	0	0	0	0	0	0	0	1	0	Gargish Brown Door
\	16654	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
./	16656	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
./	16658	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
\	16834	0	1	0	0	0	0	0	0	0	0	0	0	1	0	Sun Door
\	16836	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
./	16838	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
./	16840	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
\	16847	0	1	0	0	0	0	0	0	0	0	0	0	1	0	Gargish Grey Door
\	16849	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
./	16851	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
./	16853	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
\	17262	0	1	0	0	0	0	0	0	0	0	0	0	1	0	Gargish Set Door
\	17264	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
\	17266	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
\	17268	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
./	17270	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
./	17272	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
./	17274	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
./	17276	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
\	18141	0	1	0	0	0	0	0	0	0	0	0	0	1	0	Ruined Door
\	18143	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
./	18145	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
./	18147	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
\	19746	0	1	0	0	0	0	0	0	0	0	0	0	1	0	Gargish Blue Door
\	19748	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
./	19750	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
./	19752	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
\	20680	0	1	0	0	0	0	0	0	0	0	0	0	1	0	Gargish Red Doors
\	20682	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
./	20684	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
./	20686	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
\	20688	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
\	20690	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
./	20692	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
./	20694	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
\	20802	0	1	0	0	0	0	0	0	0	0	0	0	1	0	Gargish Prison Door
\	20804	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
./	20806	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
./	20808	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
\	19189	1	1	0	0	1	1	1	1	1	1	1	0	1	0	Gothic Walls
\	19190	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
\	19191	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
\	19192	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
\	19193	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
\	19194	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
./	19195	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	19196	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	19197	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	19198	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	19199	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
./	19200	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
o	19206	1	1	0	0	0	1	0	1	0	0	0	1	1	1	
.	19207	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
v	19208	1	1	0	1	0	1	0	1	0	1	0	0	0	0	
v	19209	1	1	0	1	0	1	0	1	0	1	0	0	0	0	
o	19210	1	1	0	0	0	1	0	1	0	0	0	1	1	1	
.	19211	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
v	19212	1	1	1	1	1	1	1	1	1	1	1	0	0	0	
v	19213	1	1	1	1	1	1	1	1	1	1	1	0	0	0	
o	19214	1	1	0	0	1	1	1	1	0	0	1	1	1	1	
.	19215	1	1	0	0	0	0	0	0	0	0	1	0	0	0	
\	19243	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
o	19244	1	1	0	0	1	1	1	1	0	0	1	1	1	1	
./	19245	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
\	19246	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
./	19247	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
\	19248	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
./	19249	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	19253	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
\	19254	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
o	19255	1	1	0	0	0	1	0	1	0	0	0	1	1	1	
./	19256	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
./	19257	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
o	19258	1	1	0	0	0	1	0	1	0	0	0	1	1	1	
\	19259	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
\	19260	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
v	19261	1	1	1	1	1	1	1	1	1	1	1	0	0	0	
\	30694	1	1	0	0	1	1	1	1	1	1	1	0	1	0	Board and Batten Walls
./	30725	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
\	30726	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
\	30703	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
\	30705	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
\	30706	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
./	30697	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	30723	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
\	30724	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
./	30704	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	30708	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	30709	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
v	30700	1	1	1	1	1	1	1	1	1	1	1	0	0	0	
v	30707	1	1	1	1	1	1	1	1	1	1	1	0	0	0	
o	30710	1	1	0	0	1	1	1	1	0	0	1	1	1	1	
\	30695	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
./	30698	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
v	30701	1	1	0	1	0	1	0	1	0	1	0	0	0	0	
o	30711	1	1	0	0	0	1	0	1	0	0	0	1	1	1	
\	30696	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
./	30699	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
v	30702	1	1	0	1	0	1	0	1	0	1	0	0	0	0	
o	30712	1	1	0	0	0	1	0	1	0	0	0	1	1	1	
.	30713	1	1	0	0	0	0	0	0	0	0	1	0	0	0	
.	30714	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
./	30736	1	1	0	1	0	1	0	1	0	0	0	1	0	0	
\	30737	1	1	0	0	0	1	0	1	0	1	0	0	1	0	
\	19216	1	1	0	0	1	1	1	1	1	1	1	0	1	0	Gothic Rose
\	19217	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
\	19218	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
\	19219	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
\	19220	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
\	19221	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
./	19222	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	19223	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	19224	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	19225	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	19226	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
./	19227	1	1	1	1	1	1	1	1	0	0	1	1	0	0	
